suite,seed,violation_strength,model,brier,log_loss,accuracy,f1,auc,blocked_false_positive_rate,affordance_loss_rate,accessible_prediction_variance,ece,reliability_slope,mean_prediction,positive_rate,access_rate
negative_control,0,0.0,conserved_quotient,0.02854566204050502,0.12026365524424232,0.966875,0.7546296296296297,0.8888803063751427,0.0,0.0,6.162975822039155e-33,0.008187580710074142,0.9567950535752323,0.06486258071007414,0.0678125,0.088125
negative_control,0,0.0,context_table,0.0937627360428698,0.39343875688911156,0.87375,0.13675213675213677,0.5982703831697592,0.07539410555174778,0.8558139534883721,0.011216455447915576,0.15914010683289706,0.1682699234540544,0.20680344973217119,0.0678125,0.088125
negative_control,0,0.0,monolithic_logistic,0.029099479505157438,0.131644148453434,0.966875,0.7546296296296297,0.868352306696472,0.0,0.0,0.0017756988557132802,0.0052988744203724845,1.0457078694940867,0.06773715954834646,0.0678125,0.088125
negative_control,0,0.0,interaction_logistic,0.029997125801606142,0.12632106588142722,0.9628125,0.6972010178117048,0.893680163012833,0.0,0.1813953488372093,0.0051401784512364644,0.008304532087302809,0.9704111009682446,0.06817796309137542,0.0678125,0.088125
negative_control,0,0.0,oracle_intrinsic,0.028596312500000002,0.12047242240449835,0.966875,0.7546296296296297,0.8888803063751427,0.0,0.0,4.3140830754274083e-32,0.009312500000000015,0.9606524993454911,0.06465,0.0678125,0.088125
negative_control,1,0.0,conserved_quotient,0.02994955012078719,0.12617897520458596,0.9653125,0.7602591792656588,0.8932386376632585,0.0,0.0,1.5407439555097887e-32,0.008136670076687363,0.963433515117049,0.06871638120416851,0.07375,0.0921875
negative_control,1,0.0,context_table,0.087837658152879,0.41139143964632885,0.913125,0.08552631578947369,0.5513292275669618,0.017900172117039585,0.9295154185022027,0.014023703025958326,0.10989009532033135,0.18749062192584443,0.17526109316515892,0.07375,0.0921875
negative_control,1,0.0,monolithic_logistic,0.03068358249417783,0.13664111748629432,0.964375,0.7455357142857143,0.8813845238912144,0.0,0.06607929515418502,0.004303991973237808,0.007399989711350263,1.0767046890607674,0.06763521391596802,0.07375,0.0921875
negative_control,1,0.0,interaction_logistic,0.03153405222368092,0.14358569865494464,0.961875,0.7122641509433962,0.8697605732061575,0.0,0.17180616740088106,0.005729946839156384,0.008667955180246045,1.0088203376560343,0.06937305738377182,0.07375,0.0921875
negative_control,1,0.0,oracle_intrinsic,0.02990565625,0.12606861403958838,0.9653125,0.7602591792656588,0.8932386376632585,0.0,0.0,6.162975822039155e-32,0.007603125000000015,0.9795897680522601,0.067959375,0.07375,0.0921875
negative_control,2,0.0,conserved_quotient,0.02892392405144945,0.11977778789982187,0.9653125,0.7272727272727273,0.8645645173957434,0.0,0.0,1.4059288594026822e-32,0.008837212798344502,0.9541767939257314,0.0626872127983445,0.06375,0.08875
negative_control,2,0.0,context_table,0.10541083602322049,0.6730856475514243,0.911875,0.08441558441558442,0.4622585015314537,0.02880658436213992,0.9014778325123153,0.03605691452130477,0.160166077823248,0.00875858587182737,0.18327464797630924,0.06375,0.08875
negative_control,2,0.0,monolithic_logistic,0.03076423524302375,0.13683932186852532,0.9628125,0.6909090909090909,0.8816624780753423,0.0,0.10837438423645321,0.009271350493825208,0.01677380522663074,0.9468184804206263,0.05822686803828553,0.06375,0.08875
negative_control,2,0.0,interaction_logistic,0.03139884392469433,0.14212398238027968,0.964375,0.715,0.8866675174742794,0.0,0.034482758620689655,0.00844648507008433,0.019098339817717434,0.8534357082302813,0.06003372153434659,0.06375,0.08875
negative_control,2,0.0,oracle_intrinsic,0.028722249999999998,0.11912356460238252,0.9653125,0.7272727272727273,0.8645645173957434,0.0,0.0,1.560003254953661e-32,0.007781250000000003,0.9480986372305087,0.061631250000000005,0.06375,0.08875
