suite,mode,rate,seed,n_train,n_test,model,brier,log_loss,accuracy,f1,auc,blocked_false_positive_rate,affordance_loss_rate,accessible_prediction_variance,ece,reliability_slope,mean_prediction,positive_rate,access_rate
access_error_taxonomy,symmetric_random,0.0,0,1000,3200,conserved_quotient,0.03221315124141156,0.13795975931383905,0.9628125,0.734966592427617,0.8731186669411468,0.0,0.0,1.0977800683007244e-32,0.01303595249732431,0.9687357446081601,0.06599156867619295,0.07375,0.08625
access_error_taxonomy,symmetric_random,0.0,0,1000,3200,caq_strong_shrinkage,0.03255319630238097,0.13894877792291271,0.9628125,0.734966592427617,0.8731186669411468,0.0,0.0,2.2340787354891936e-32,0.01597499323683839,0.9890918649696053,0.06587754385621837,0.07375,0.08625
access_error_taxonomy,symmetric_random,0.02,0,1000,3200,conserved_quotient,0.04247258434083673,0.16698031505539074,0.9459375,0.6505050505050505,0.8601509069283378,0.017783857729138167,0.028169014084507043,0.010343647216257638,0.0234082062605424,0.8078677122938913,0.0750269562605424,0.07375,0.08625
access_error_taxonomy,symmetric_random,0.02,0,1000,3200,caq_strong_shrinkage,0.04238799229294035,0.16665484390913143,0.9459375,0.6505050505050505,0.8601509069283378,0.017783857729138167,0.028169014084507043,0.009873613851381633,0.02311607955332012,0.8286724246593591,0.07473482955332011,0.07375,0.08625
access_error_taxonomy,symmetric_random,0.05,0,1000,3200,conserved_quotient,0.05513436214248564,0.20022769482399957,0.9215625,0.5573192239858906,0.838934444978156,0.04480164158686731,0.06103286384976526,0.020898624855653043,0.0397006477605371,0.6403446660702925,0.08946939776053708,0.07375,0.08625
access_error_taxonomy,symmetric_random,0.05,0,1000,3200,caq_strong_shrinkage,0.05447881321265774,0.19853983952915946,0.9215625,0.5573192239858906,0.838934444978156,0.04480164158686731,0.06103286384976526,0.019835260518154665,0.03949341126775526,0.6563001741992168,0.08926216126775526,0.07375,0.08625
access_error_taxonomy,symmetric_random,0.1,0,1000,3200,conserved_quotient,0.06789452723693291,0.2360489097523007,0.8875,0.4561933534743202,0.7994193028202841,0.08105335157318741,0.11267605633802817,0.030277637007792554,0.05642714093082373,0.5127756491345412,0.10168964093082375,0.07375,0.08625
access_error_taxonomy,symmetric_random,0.1,0,1000,3200,caq_strong_shrinkage,0.06674190238842836,0.23394838063152548,0.8875,0.4561933534743202,0.7994193028202841,0.08105335157318741,0.11267605633802817,0.02850920501493069,0.05609943204519822,0.5260738199751437,0.10136193204519821,0.07375,0.08625
access_error_taxonomy,symmetric_random,0.15,0,1000,3200,conserved_quotient,0.07767965983548494,0.26995223725711504,0.8515625,0.37417654808959155,0.761586781490885,0.1179890560875513,0.1643192488262911,0.03365318739928287,0.07342317672708619,0.41266682236245433,0.11162942672708619,0.07375,0.08625
access_error_taxonomy,symmetric_random,0.15,0,1000,3200,caq_strong_shrinkage,0.07623152301219563,0.2675579939278901,0.8515625,0.37417654808959155,0.761586781490885,0.1179890560875513,0.1643192488262911,0.032067418185221776,0.07298066906853687,0.423559886628142,0.11118691906853688,0.07375,0.08625
