suite,seed,changed_class,magnitude,class,is_changed,residual,accessible_support,residual_auc,detected_changed_class
residual_diagnostics,0,slot,0.1,handle,0,0.1352442996742671,24,0.3333333333333333,0
residual_diagnostics,0,slot,0.1,slot,1,0.07430472728763748,37,0.3333333333333333,0
residual_diagnostics,0,slot,0.1,button,0,0.1036051353640931,26,0.3333333333333333,0
residual_diagnostics,0,slot,0.1,flat,0,0.03817199124960555,28,0.3333333333333333,0
residual_diagnostics,0,slot,0.2,handle,0,0.1352442996742671,24,1.0,1
residual_diagnostics,0,slot,0.2,slot,1,0.18241283539574554,37,1.0,1
residual_diagnostics,0,slot,0.2,button,0,0.1036051353640931,26,1.0,1
residual_diagnostics,0,slot,0.2,flat,0,0.03817199124960555,28,1.0,1
residual_diagnostics,0,slot,0.35,handle,0,0.1352442996742671,24,1.0,1
residual_diagnostics,0,slot,0.35,slot,1,0.26349391647682663,37,1.0,1
residual_diagnostics,0,slot,0.35,button,0,0.1036051353640931,26,1.0,1
residual_diagnostics,0,slot,0.35,flat,0,0.03817199124960555,28,1.0,1
residual_diagnostics,0,slot,0.55,handle,0,0.1352442996742671,24,1.0,1
residual_diagnostics,0,slot,0.55,slot,1,0.587818240801151,37,1.0,1
residual_diagnostics,0,slot,0.55,button,0,0.1036051353640931,26,1.0,1
residual_diagnostics,0,slot,0.55,flat,0,0.03817199124960555,28,1.0,1
residual_diagnostics,0,button,0.0,handle,0,0.0011193366893692547,22,,0
residual_diagnostics,0,button,0.0,slot,0,0.06611471909762923,33,,0
residual_diagnostics,0,button,0.0,button,0,0.09003047473060888,34,,0
residual_diagnostics,0,button,0.0,flat,0,0.0020065801789658777,32,,0
residual_diagnostics,0,button,0.1,handle,0,0.0011193366893692547,22,1.0,1
residual_diagnostics,0,button,0.1,slot,0,0.06611471909762923,33,1.0,1
residual_diagnostics,0,button,0.1,button,1,0.1488540041423736,34,1.0,1
residual_diagnostics,0,button,0.1,flat,0,0.0020065801789658777,32,1.0,1
residual_diagnostics,0,button,0.2,handle,0,0.0011193366893692547,22,1.0,1
residual_diagnostics,0,button,0.2,slot,0,0.06611471909762923,33,1.0,1
residual_diagnostics,0,button,0.2,button,1,0.20767753355413832,34,1.0,1
residual_diagnostics,0,button,0.2,flat,0,0.0020065801789658777,32,1.0,1
residual_diagnostics,0,button,0.35,handle,0,0.0011193366893692547,22,1.0,1
residual_diagnostics,0,button,0.35,slot,0,0.06611471909762923,33,1.0,1
residual_diagnostics,0,button,0.35,button,1,0.32532459237766775,34,1.0,1
residual_diagnostics,0,button,0.35,flat,0,0.0020065801789658777,32,1.0,1
residual_diagnostics,0,button,0.55,handle,0,0.0011193366893692547,22,1.0,1
residual_diagnostics,0,button,0.55,slot,0,0.06611471909762923,33,1.0,1
residual_diagnostics,0,button,0.55,button,1,0.5017951806129619,34,1.0,1
residual_diagnostics,0,button,0.55,flat,0,0.0020065801789658777,32,1.0,1
residual_diagnostics,0,flat,0.0,handle,0,0.07642077026250238,34,,0
residual_diagnostics,0,flat,0.0,slot,0,0.010301618188273243,23,,0
residual_diagnostics,0,flat,0.0,button,0,0.021719279284688642,31,,0
residual_diagnostics,0,flat,0.0,flat,0,0.07040195640639998,41,,0
residual_diagnostics,0,flat,0.1,handle,0,0.07642077026250238,34,1.0,1
residual_diagnostics,0,flat,0.1,slot,0,0.010301618188273243,23,1.0,1
residual_diagnostics,0,flat,0.1,button,0,0.021719279284688642,31,1.0,1
residual_diagnostics,0,flat,0.1,flat,1,0.16796293201615609,41,1.0,1
residual_diagnostics,0,flat,0.2,handle,0,0.07642077026250238,34,1.0,1
residual_diagnostics,0,flat,0.2,slot,0,0.010301618188273243,23,1.0,1
residual_diagnostics,0,flat,0.2,button,0,0.021719279284688642,31,1.0,1
residual_diagnostics,0,flat,0.2,flat,1,0.16796293201615609,41,1.0,1
residual_diagnostics,0,flat,0.35,handle,0,0.07642077026250238,34,1.0,1
residual_diagnostics,0,flat,0.35,slot,0,0.010301618188273243,23,1.0,1
residual_diagnostics,0,flat,0.35,button,0,0.021719279284688642,31,1.0,1
residual_diagnostics,0,flat,0.35,flat,1,0.16796293201615609,41,1.0,1
residual_diagnostics,0,flat,0.55,handle,0,0.07642077026250238,34,1.0,1
residual_diagnostics,0,flat,0.55,slot,0,0.010301618188273243,23,1.0,1
residual_diagnostics,0,flat,0.55,button,0,0.021719279284688642,31,1.0,1
residual_diagnostics,0,flat,0.55,flat,1,0.16796293201615609,41,1.0,1
residual_diagnostics,1,handle,0.0,handle,0,0.03498149593414068,23,,0
residual_diagnostics,1,handle,0.0,slot,0,0.05226607615142653,33,,0
residual_diagnostics,1,handle,0.0,button,0,0.03597153724816793,29,,0
residual_diagnostics,1,handle,0.0,flat,0,0.11946415327368165,23,,0
residual_diagnostics,1,handle,0.1,handle,1,0.008496764935424617,23,0.0,0
residual_diagnostics,1,handle,0.1,slot,0,0.05226607615142653,33,0.0,0
residual_diagnostics,1,handle,0.1,button,0,0.03597153724816793,29,0.0,0
residual_diagnostics,1,handle,0.1,flat,0,0.11946415327368165,23,0.0,0
residual_diagnostics,1,handle,0.2,handle,1,0.13893154754412018,23,1.0,1
residual_diagnostics,1,handle,0.2,slot,0,0.05226607615142653,33,1.0,1
residual_diagnostics,1,handle,0.2,button,0,0.03597153724816793,29,1.0,1
residual_diagnostics,1,handle,0.2,flat,0,0.11946415327368165,23,1.0,1
residual_diagnostics,1,handle,0.35,handle,1,0.39980111276151153,23,1.0,1
residual_diagnostics,1,handle,0.35,slot,0,0.05226607615142653,33,1.0,1
residual_diagnostics,1,handle,0.35,button,0,0.03597153724816793,29,1.0,1
residual_diagnostics,1,handle,0.35,flat,0,0.11946415327368165,23,1.0,1
residual_diagnostics,1,handle,0.55,handle,1,0.48675763450064197,23,1.0,1
residual_diagnostics,1,handle,0.55,slot,0,0.05226607615142653,33,1.0,1
residual_diagnostics,1,handle,0.55,button,0,0.03597153724816793,29,1.0,1
residual_diagnostics,1,handle,0.55,flat,0,0.11946415327368165,23,1.0,1
residual_diagnostics,1,slot,0.0,handle,0,0.0015402431962940888,25,,0
residual_diagnostics,1,slot,0.0,slot,0,0.061370287484937114,28,,0
residual_diagnostics,1,slot,0.0,button,0,0.13676729321633774,26,,0
residual_diagnostics,1,slot,0.0,flat,0,0.06356353215566923,35,,0
residual_diagnostics,1,slot,0.1,handle,0,0.0015402431962940888,25,0.3333333333333333,0
residual_diagnostics,1,slot,0.1,slot,1,0.025656001770651415,28,0.3333333333333333,0
residual_diagnostics,1,slot,0.1,button,0,0.13676729321633774,26,0.3333333333333333,0
residual_diagnostics,1,slot,0.1,flat,0,0.06356353215566923,35,0.3333333333333333,0
residual_diagnostics,1,slot,0.2,handle,0,0.0015402431962940888,25,0.3333333333333333,0
residual_diagnostics,1,slot,0.2,slot,1,0.010058283943634283,28,0.3333333333333333,0
residual_diagnostics,1,slot,0.2,button,0,0.13676729321633774,26,0.3333333333333333,0
residual_diagnostics,1,slot,0.2,flat,0,0.06356353215566923,35,0.3333333333333333,0
residual_diagnostics,1,slot,0.35,handle,0,0.0015402431962940888,25,1.0,1
residual_diagnostics,1,slot,0.35,slot,1,0.22434399822934858,28,1.0,1
residual_diagnostics,1,slot,0.35,button,0,0.13676729321633774,26,1.0,1
residual_diagnostics,1,slot,0.35,flat,0,0.06356353215566923,35,1.0,1
residual_diagnostics,1,slot,0.55,handle,0,0.0015402431962940888,25,1.0,1
residual_diagnostics,1,slot,0.55,slot,1,0.6172011410864915,28,1.0,1
residual_diagnostics,1,slot,0.55,button,0,0.13676729321633774,26,1.0,1
residual_diagnostics,1,slot,0.55,flat,0,0.06356353215566923,35,1.0,1
residual_diagnostics,1,button,0.0,handle,0,0.029648351304402243,37,,0
residual_diagnostics,1,button,0.0,slot,0,0.021963045848396257,24,,0
residual_diagnostics,1,button,0.0,button,0,0.07907498552403003,36,,0
residual_diagnostics,1,button,0.0,flat,0,0.20642067501281208,19,,0
residual_diagnostics,1,button,0.1,handle,0,0.029648351304402243,37,0.6666666666666666,0
residual_diagnostics,1,button,0.1,slot,0,0.021963045848396257,24,0.6666666666666666,0
residual_diagnostics,1,button,0.1,button,1,0.1346305410795856,36,0.6666666666666666,0
residual_diagnostics,1,button,0.1,flat,0,0.20642067501281208,19,0.6666666666666666,0
residual_diagnostics,1,button,0.2,handle,0,0.029648351304402243,37,1.0,1
residual_diagnostics,1,button,0.2,slot,0,0.021963045848396257,24,1.0,1
residual_diagnostics,1,button,0.2,button,1,0.24574165219069666,36,1.0,1
residual_diagnostics,1,button,0.2,flat,0,0.20642067501281208,19,1.0,1
residual_diagnostics,1,button,0.35,handle,0,0.029648351304402243,37,1.0,1
residual_diagnostics,1,button,0.35,slot,0,0.021963045848396257,24,1.0,1
residual_diagnostics,1,button,0.35,button,1,0.41240831885736334,36,1.0,1
residual_diagnostics,1,button,0.35,flat,0,0.20642067501281208,19,1.0,1
residual_diagnostics,1,button,0.55,handle,0,0.029648351304402243,37,1.0,1
residual_diagnostics,1,button,0.55,slot,0,0.021963045848396257,24,1.0,1
residual_diagnostics,1,button,0.55,button,1,0.5512972077462522,36,1.0,1
residual_diagnostics,1,button,0.55,flat,0,0.20642067501281208,19,1.0,1
residual_diagnostics,1,flat,0.0,handle,0,0.056675378331429216,37,,0
residual_diagnostics,1,flat,0.0,slot,0,0.0011297125150628862,32,,0
residual_diagnostics,1,flat,0.0,button,0,0.004258347809303342,30,,0
residual_diagnostics,1,flat,0.0,flat,0,0.03499210358424065,35,,0
residual_diagnostics,1,flat,0.1,handle,0,0.056675378331429216,37,1.0,1
residual_diagnostics,1,flat,0.1,slot,0,0.0011297125150628862,32,1.0,1
residual_diagnostics,1,flat,0.1,button,0,0.004258347809303342,30,1.0,1
residual_diagnostics,1,flat,0.1,flat,1,0.14927781786995495,35,1.0,1
residual_diagnostics,1,flat,0.2,handle,0,0.056675378331429216,37,1.0,1
residual_diagnostics,1,flat,0.2,slot,0,0.0011297125150628862,32,1.0,1
residual_diagnostics,1,flat,0.2,button,0,0.004258347809303342,30,1.0,1
residual_diagnostics,1,flat,0.2,flat,1,0.1778492464413835,35,1.0,1
residual_diagnostics,1,flat,0.35,handle,0,0.056675378331429216,37,1.0,1
residual_diagnostics,1,flat,0.35,slot,0,0.0011297125150628862,32,1.0,1
residual_diagnostics,1,flat,0.35,button,0,0.004258347809303342,30,1.0,1
residual_diagnostics,1,flat,0.35,flat,1,0.1778492464413835,35,1.0,1
residual_diagnostics,1,flat,0.55,handle,0,0.056675378331429216,37,1.0,1
residual_diagnostics,1,flat,0.55,slot,0,0.0011297125150628862,32,1.0,1
residual_diagnostics,1,flat,0.55,button,0,0.004258347809303342,30,1.0,1
residual_diagnostics,1,flat,0.55,flat,1,0.1778492464413835,35,1.0,1
residual_diagnostics,2,handle,0.0,handle,0,0.03613493424814174,30,,0
residual_diagnostics,2,handle,0.0,slot,0,0.23181275376164323,25,,0
residual_diagnostics,2,handle,0.0,button,0,0.025138734739178714,24,,0
residual_diagnostics,2,handle,0.0,flat,0,0.12835631349782295,32,,0
residual_diagnostics,2,handle,0.1,handle,1,0.06386506575185824,30,0.3333333333333333,0
residual_diagnostics,2,handle,0.1,slot,0,0.23181275376164323,25,0.3333333333333333,0
residual_diagnostics,2,handle,0.1,button,0,0.025138734739178714,24,0.3333333333333333,0
residual_diagnostics,2,handle,0.1,flat,0,0.12835631349782295,32,0.3333333333333333,0
residual_diagnostics,2,handle,0.2,handle,1,0.09719839908519157,30,0.3333333333333333,0
residual_diagnostics,2,handle,0.2,slot,0,0.23181275376164323,25,0.3333333333333333,0
residual_diagnostics,2,handle,0.2,button,0,0.025138734739178714,24,0.3333333333333333,0
residual_diagnostics,2,handle,0.2,flat,0,0.12835631349782295,32,0.3333333333333333,0
residual_diagnostics,2,handle,0.35,handle,1,0.29719839908519163,30,1.0,1
residual_diagnostics,2,handle,0.35,slot,0,0.23181275376164323,25,1.0,1
residual_diagnostics,2,handle,0.35,button,0,0.025138734739178714,24,1.0,1
residual_diagnostics,2,handle,0.35,flat,0,0.12835631349782295,32,1.0,1
residual_diagnostics,2,handle,0.55,handle,1,0.5638650657518582,30,1.0,1
residual_diagnostics,2,handle,0.55,slot,0,0.23181275376164323,25,1.0,1
residual_diagnostics,2,handle,0.55,button,0,0.025138734739178714,24,1.0,1
residual_diagnostics,2,handle,0.55,flat,0,0.12835631349782295,32,1.0,1
residual_diagnostics,2,slot,0.0,handle,0,0.0416428435296361,27,,0
residual_diagnostics,2,slot,0.0,slot,0,0.11602328007743268,19,,0
residual_diagnostics,2,slot,0.0,button,0,0.004305401405845344,48,,0
residual_diagnostics,2,slot,0.0,flat,0,0.04443780414923587,34,,0
residual_diagnostics,2,slot,0.1,handle,0,0.0416428435296361,27,1.0,1
residual_diagnostics,2,slot,0.1,slot,1,0.14713461465940947,19,1.0,1
residual_diagnostics,2,slot,0.1,button,0,0.004305401405845344,48,1.0,1
residual_diagnostics,2,slot,0.1,flat,0,0.04443780414923587,34,1.0,1
residual_diagnostics,2,slot,0.2,handle,0,0.0416428435296361,27,1.0,1
residual_diagnostics,2,slot,0.2,slot,1,0.3050293515015147,19,1.0,1
residual_diagnostics,2,slot,0.2,button,0,0.004305401405845344,48,1.0,1
residual_diagnostics,2,slot,0.2,flat,0,0.04443780414923587,34,1.0,1
residual_diagnostics,2,slot,0.35,handle,0,0.0416428435296361,27,1.0,1
residual_diagnostics,2,slot,0.35,slot,1,0.46292408834362,19,1.0,1
residual_diagnostics,2,slot,0.35,button,0,0.004305401405845344,48,1.0,1
residual_diagnostics,2,slot,0.35,flat,0,0.04443780414923587,34,1.0,1
residual_diagnostics,2,slot,0.55,handle,0,0.0416428435296361,27,1.0,1
residual_diagnostics,2,slot,0.55,slot,1,0.5155556672909885,19,1.0,1
residual_diagnostics,2,slot,0.55,button,0,0.004305401405845344,48,1.0,1
residual_diagnostics,2,slot,0.55,flat,0,0.04443780414923587,34,1.0,1
residual_diagnostics,2,button,0.0,handle,0,0.0416428435296361,18,,0
residual_diagnostics,2,button,0.0,slot,0,0.11038418233307179,28,,0
residual_diagnostics,2,button,0.0,button,0,0.06546131538433997,31,,0
residual_diagnostics,2,button,0.0,flat,0,0.05572117836268781,37,,0
residual_diagnostics,2,button,0.1,handle,0,0.0416428435296361,18,1.0,1
residual_diagnostics,2,button,0.1,slot,0,0.11038418233307179,28,1.0,1
residual_diagnostics,2,button,0.1,button,1,0.1622355089327271,31,1.0,1
residual_diagnostics,2,button,0.1,flat,0,0.05572117836268781,37,1.0,1
residual_diagnostics,2,button,0.2,handle,0,0.0416428435296361,18,1.0,1
residual_diagnostics,2,button,0.2,slot,0,0.11038418233307179,28,1.0,1
residual_diagnostics,2,button,0.2,button,1,0.1622355089327271,31,1.0,1
residual_diagnostics,2,button,0.2,flat,0,0.05572117836268781,37,1.0,1
residual_diagnostics,2,button,0.35,handle,0,0.0416428435296361,18,1.0,1
residual_diagnostics,2,button,0.35,slot,0,0.11038418233307179,28,1.0,1
residual_diagnostics,2,button,0.35,button,1,0.2267516379649852,31,1.0,1
residual_diagnostics,2,button,0.35,flat,0,0.05572117836268781,37,1.0,1
residual_diagnostics,2,button,0.55,handle,0,0.0416428435296361,18,1.0,1
residual_diagnostics,2,button,0.55,slot,0,0.11038418233307179,28,1.0,1
residual_diagnostics,2,button,0.55,button,1,0.38804196054563034,31,1.0,1
residual_diagnostics,2,button,0.55,flat,0,0.05572117836268781,37,1.0,1
residual_diagnostics,2,flat,0.0,handle,0,0.05553173241852494,24,,0
residual_diagnostics,2,flat,0.0,slot,0,0.12146792617543634,29,,0
residual_diagnostics,2,flat,0.0,button,0,0.030416820816376866,36,,0
residual_diagnostics,2,flat,0.0,flat,0,0.09329533788806685,41,,0
residual_diagnostics,2,flat,0.1,handle,0,0.05553173241852494,24,0.6666666666666666,0
residual_diagnostics,2,flat,0.1,slot,0,0.12146792617543634,29,0.6666666666666666,0
residual_diagnostics,2,flat,0.1,button,0,0.030416820816376866,36,0.6666666666666666,0
residual_diagnostics,2,flat,0.1,flat,1,0.11768558179050588,41,0.6666666666666666,0
residual_diagnostics,2,flat,0.2,handle,0,0.05553173241852494,24,1.0,1
residual_diagnostics,2,flat,0.2,slot,0,0.12146792617543634,29,1.0,1
residual_diagnostics,2,flat,0.2,button,0,0.030416820816376866,36,1.0,1
residual_diagnostics,2,flat,0.2,flat,1,0.16646606959538393,41,1.0,1
residual_diagnostics,2,flat,0.35,handle,0,0.05553173241852494,24,1.0,1
residual_diagnostics,2,flat,0.35,slot,0,0.12146792617543634,29,1.0,1
residual_diagnostics,2,flat,0.35,button,0,0.030416820816376866,36,1.0,1
residual_diagnostics,2,flat,0.35,flat,1,0.16646606959538393,41,1.0,1
residual_diagnostics,2,flat,0.55,handle,0,0.05553173241852494,24,1.0,1
residual_diagnostics,2,flat,0.55,slot,0,0.12146792617543634,29,1.0,1
residual_diagnostics,2,flat,0.55,button,0,0.030416820816376866,36,1.0,1
residual_diagnostics,2,flat,0.55,flat,1,0.16646606959538393,41,1.0,1
residual_diagnostics,3,handle,0.0,handle,0,0.023039079822616326,33,,0
residual_diagnostics,3,handle,0.0,slot,0,0.06938516260162608,45,,0
residual_diagnostics,3,handle,0.0,button,0,0.06514435042309608,28,,0
residual_diagnostics,3,handle,0.0,flat,0,0.09273349196906602,25,,0
residual_diagnostics,3,handle,0.1,handle,1,0.09817304138950489,33,1.0,1
residual_diagnostics,3,handle,0.1,slot,0,0.06938516260162608,45,1.0,1
residual_diagnostics,3,handle,0.1,button,0,0.06514435042309608,28,1.0,1
residual_diagnostics,3,handle,0.1,flat,0,0.09273349196906602,25,1.0,1
residual_diagnostics,3,handle,0.2,handle,1,0.2193851626016261,33,1.0,1
residual_diagnostics,3,handle,0.2,slot,0,0.06938516260162608,45,1.0,1
residual_diagnostics,3,handle,0.2,button,0,0.06514435042309608,28,1.0,1
residual_diagnostics,3,handle,0.2,flat,0,0.09273349196906602,25,1.0,1
residual_diagnostics,3,handle,0.35,handle,1,0.4012033444198079,33,1.0,1
residual_diagnostics,3,handle,0.35,slot,0,0.06938516260162608,45,1.0,1
residual_diagnostics,3,handle,0.35,button,0,0.06514435042309608,28,1.0,1
residual_diagnostics,3,handle,0.35,flat,0,0.09273349196906602,25,1.0,1
residual_diagnostics,3,handle,0.55,handle,1,0.5527184959349594,33,1.0,1
residual_diagnostics,3,handle,0.55,slot,0,0.06938516260162608,45,1.0,1
residual_diagnostics,3,handle,0.55,button,0,0.06514435042309608,28,1.0,1
residual_diagnostics,3,handle,0.55,flat,0,0.09273349196906602,25,1.0,1
residual_diagnostics,3,slot,0.0,handle,0,0.08061483739837394,30,,0
residual_diagnostics,3,slot,0.0,slot,0,0.06105182926829267,40,,0
residual_diagnostics,3,slot,0.0,button,0,0.13128422100547532,32,,0
residual_diagnostics,3,slot,0.0,flat,0,0.0437370962662281,34,,0
residual_diagnostics,3,slot,0.1,handle,0,0.08061483739837394,30,1.0,1
residual_diagnostics,3,slot,0.1,slot,1,0.18605182926829267,40,1.0,1
residual_diagnostics,3,slot,0.1,button,0,0.13128422100547532,32,1.0,1
residual_diagnostics,3,slot,0.1,flat,0,0.0437370962662281,34,1.0,1
residual_diagnostics,3,slot,0.2,handle,0,0.08061483739837394,30,1.0,1
residual_diagnostics,3,slot,0.2,slot,1,0.2860518292682927,40,1.0,1
residual_diagnostics,3,slot,0.2,button,0,0.13128422100547532,32,1.0,1
residual_diagnostics,3,slot,0.2,flat,0,0.0437370962662281,34,1.0,1
residual_diagnostics,3,slot,0.35,handle,0,0.08061483739837394,30,1.0,1
residual_diagnostics,3,slot,0.35,slot,1,0.4110518292682927,40,1.0,1
residual_diagnostics,3,slot,0.35,button,0,0.13128422100547532,32,1.0,1
residual_diagnostics,3,slot,0.35,flat,0,0.0437370962662281,34,1.0,1
residual_diagnostics,3,slot,0.55,handle,0,0.08061483739837394,30,1.0,1
residual_diagnostics,3,slot,0.55,slot,1,0.5860518292682927,40,1.0,1
residual_diagnostics,3,slot,0.55,button,0,0.13128422100547532,32,1.0,1
residual_diagnostics,3,slot,0.55,flat,0,0.0437370962662281,34,1.0,1
residual_diagnostics,3,button,0.0,handle,0,0.00605182926829273,25,,0
residual_diagnostics,3,button,0.0,slot,0,0.16848426170072517,37,,0
residual_diagnostics,3,button,0.0,button,0,0.05950525267873519,19,,0
residual_diagnostics,3,button,0.0,flat,0,0.07559984136426731,24,,0
residual_diagnostics,3,button,0.1,handle,0,0.00605182926829273,25,1.0,1
residual_diagnostics,3,button,0.1,slot,0,0.16848426170072517,37,1.0,1
residual_diagnostics,3,button,0.1,button,1,0.2173999895208405,19,1.0,1
residual_diagnostics,3,button,0.1,flat,0,0.07559984136426731,24,1.0,1
residual_diagnostics,3,button,0.2,handle,0,0.00605182926829273,25,1.0,1
residual_diagnostics,3,button,0.2,slot,0,0.16848426170072517,37,1.0,1
residual_diagnostics,3,button,0.2,button,1,0.32266314741557733,19,1.0,1
residual_diagnostics,3,button,0.2,flat,0,0.07559984136426731,24,1.0,1
residual_diagnostics,3,button,0.35,handle,0,0.00605182926829273,25,1.0,1
residual_diagnostics,3,button,0.35,slot,0,0.16848426170072517,37,1.0,1
residual_diagnostics,3,button,0.35,button,1,0.42792630531031417,19,1.0,1
residual_diagnostics,3,button,0.35,flat,0,0.07559984136426731,24,1.0,1
residual_diagnostics,3,button,0.55,handle,0,0.00605182926829273,25,1.0,1
residual_diagnostics,3,button,0.55,slot,0,0.16848426170072517,37,1.0,1
residual_diagnostics,3,button,0.55,button,1,0.4805578842576826,19,1.0,1
residual_diagnostics,3,button,0.55,flat,0,0.07559984136426731,24,1.0,1
residual_diagnostics,3,flat,0.0,handle,0,0.07394817073170723,25,,0
residual_diagnostics,3,flat,0.0,slot,0,0.22323131644777994,39,,0
residual_diagnostics,3,flat,0.0,button,0,0.08746577899452468,32,,0
residual_diagnostics,3,flat,0.0,flat,0,0.07390996255730133,17,,0
residual_diagnostics,3,flat,0.1,handle,0,0.07394817073170723,25,0.0,0
residual_diagnostics,3,flat,0.1,slot,0,0.22323131644777994,39,0.0,0
residual_diagnostics,3,flat,0.1,button,0,0.08746577899452468,32,0.0,0
residual_diagnostics,3,flat,0.1,flat,1,0.07390996255730133,17,0.0,0
residual_diagnostics,3,flat,0.2,handle,0,0.07394817073170723,25,0.6666666666666666,0
residual_diagnostics,3,flat,0.2,slot,0,0.22323131644777994,39,0.6666666666666666,0
residual_diagnostics,3,flat,0.2,button,0,0.08746577899452468,32,0.6666666666666666,0
residual_diagnostics,3,flat,0.2,flat,1,0.13273349196906603,17,0.6666666666666666,0
residual_diagnostics,3,flat,0.35,handle,0,0.07394817073170723,25,0.6666666666666666,0
residual_diagnostics,3,flat,0.35,slot,0,0.22323131644777994,39,0.6666666666666666,0
residual_diagnostics,3,flat,0.35,button,0,0.08746577899452468,32,0.6666666666666666,0
residual_diagnostics,3,flat,0.35,flat,1,0.13273349196906603,17,0.6666666666666666,0
residual_diagnostics,3,flat,0.55,handle,0,0.07394817073170723,25,0.6666666666666666,0
residual_diagnostics,3,flat,0.55,slot,0,0.22323131644777994,39,0.6666666666666666,0
residual_diagnostics,3,flat,0.55,button,0,0.08746577899452468,32,0.6666666666666666,0
residual_diagnostics,3,flat,0.55,flat,1,0.13273349196906603,17,0.6666666666666666,0
residual_diagnostics,4,handle,0.0,handle,0,0.006410522384963313,28,,0
residual_diagnostics,4,handle,0.0,slot,0,0.10521255749144287,44,,0
residual_diagnostics,4,handle,0.0,button,0,0.03374264476500888,27,,0
residual_diagnostics,4,handle,0.0,flat,0,0.012424565140220084,36,,0
residual_diagnostics,4,handle,0.1,handle,1,0.22069623667067761,28,1.0,1
residual_diagnostics,4,handle,0.1,slot,0,0.10521255749144287,44,1.0,1
residual_diagnostics,4,handle,0.1,button,0,0.03374264476500888,27,1.0,1
residual_diagnostics,4,handle,0.1,flat,0,0.012424565140220084,36,1.0,1
residual_diagnostics,4,handle,0.2,handle,1,0.3635533795278205,28,1.0,1
residual_diagnostics,4,handle,0.2,slot,0,0.10521255749144287,44,1.0,1
residual_diagnostics,4,handle,0.2,button,0,0.03374264476500888,27,1.0,1
residual_diagnostics,4,handle,0.2,flat,0,0.012424565140220084,36,1.0,1
residual_diagnostics,4,handle,0.35,handle,1,0.4706962366706776,28,1.0,1
residual_diagnostics,4,handle,0.35,slot,0,0.10521255749144287,44,1.0,1
residual_diagnostics,4,handle,0.35,button,0,0.03374264476500888,27,1.0,1
residual_diagnostics,4,handle,0.35,flat,0,0.012424565140220084,36,1.0,1
residual_diagnostics,4,handle,0.55,handle,1,0.6135533795278205,28,1.0,1
residual_diagnostics,4,handle,0.55,slot,0,0.10521255749144287,44,1.0,1
residual_diagnostics,4,handle,0.55,button,0,0.03374264476500888,27,1.0,1
residual_diagnostics,4,handle,0.55,flat,0,0.012424565140220084,36,1.0,1
residual_diagnostics,4,slot,0.0,handle,0,0.07783909381353482,21,,0
residual_diagnostics,4,slot,0.0,slot,0,0.01040736268624809,35,,0
residual_diagnostics,4,slot,0.0,button,0,0.03903365005601411,35,,0
residual_diagnostics,4,slot,0.0,flat,0,0.07936287447330648,23,,0
residual_diagnostics,4,slot,0.1,handle,0,0.07783909381353482,21,1.0,1
residual_diagnostics,4,slot,0.1,slot,1,0.12469307697196241,35,1.0,1
residual_diagnostics,4,slot,0.1,button,0,0.03903365005601411,35,1.0,1
residual_diagnostics,4,slot,0.1,flat,0,0.07936287447330648,23,1.0,1
residual_diagnostics,4,slot,0.2,handle,0,0.07783909381353482,21,1.0,1
residual_diagnostics,4,slot,0.2,slot,1,0.153264505543391,35,1.0,1
residual_diagnostics,4,slot,0.2,button,0,0.03903365005601411,35,1.0,1
