suite,shift,train_scenario,test_scenario,seed,n_train,n_test,model,brier,log_loss,accuracy,f1,auc,blocked_false_positive_rate,affordance_loss_rate,accessible_prediction_variance,ece,reliability_slope,mean_prediction,positive_rate,access_rate
main_shift,iid_left_light,left_light,left_light,0,1000,3000,conserved_quotient,0.05390985449007335,0.18915025020290516,0.9346666666666666,0.8377483443708609,0.9484728820390509,0.0,0.0,4.3140830754274083e-32,0.011960155571064522,1.0316425490358225,0.17891011957193265,0.19033333333333333,0.28633333333333333
main_shift,iid_left_light,left_light,left_light,0,1000,3000,caq_strong_shrinkage,0.05448319104412235,0.19132915027722125,0.9346666666666666,0.8377483443708609,0.9484728820390509,0.0,0.0,1.617781153285278e-32,0.025711566200854324,1.0760074722864528,0.17922237230107219,0.19033333333333333,0.28633333333333333
main_shift,iid_left_light,left_light,left_light,0,1000,3000,object_only,0.14860319990320325,0.46500308462989837,0.8096666666666666,0.0,0.629217590426249,0.0,1.0,4.0564899453656155e-33,0.024227924959112315,0.7999649280789132,0.19875515376894987,0.19033333333333333,0.28633333333333333
main_shift,iid_left_light,left_light,left_light,0,1000,3000,access_only,0.0760049412167798,0.23884138547385517,0.8853333333333333,0.7594405594405594,0.9095669014008345,0.0,0.0,9.244463733058732e-33,0.009811430219146527,1.039487181189238,0.1805219031141868,0.19033333333333333,0.28633333333333333
main_shift,iid_left_light,left_light,left_light,0,1000,3000,context_table,0.15842660877287104,0.5953857442753251,0.7893333333333333,0.08670520231213873,0.6125285606856439,0.03829985987856142,0.9481946624803768,0.016162648306303026,0.05356743699236476,0.40510145201451053,0.19263365874738217,0.19033333333333333,0.28633333333333333
main_shift,iid_left_light,left_light,left_light,0,1000,3000,monolithic_logistic,0.05514187514786962,0.20044339278022594,0.9336666666666666,0.8331936295054484,0.9479061745877131,0.0,0.023547880690737835,0.00323809262602139,0.024738168825829195,1.089759897301108,0.19095742829481485,0.19033333333333333,0.28633333333333333
main_shift,iid_left_light,left_light,left_light,0,1000,3000,interaction_logistic,0.054524762078559774,0.1939995143051759,0.93,0.8211243611584327,0.9499891489222104,0.0,0.05337519623233909,0.005129010909826176,0.02194058641267496,1.0384898217923206,0.1909206717339639,0.19033333333333333,0.28633333333333333
main_shift,iid_left_light,left_light,left_light,0,1000,3000,oracle_gate_class_mean,0.053993128049306185,0.18935297013863528,0.9346666666666666,0.8377483443708609,0.9484728820390509,0.0,0.0,3.274080905458301e-33,0.014741823222439665,1.0209547060054054,0.17884151011089366,0.19033333333333333,0.28633333333333333
main_shift,iid_left_light,left_light,left_light,0,1000,3000,oracle_intrinsic,0.052533366666666664,0.18535095173865807,0.9346666666666666,0.8377483443708609,0.9484728820390509,0.0,0.0,1.560003254953661e-32,0.011429999999999989,1.0125247481806552,0.18463666666666662,0.19033333333333333,0.28633333333333333
main_shift,iid_left_light,left_light,left_light,1,1000,3000,conserved_quotient,0.06392986898596212,0.2246788727868239,0.9193333333333333,0.8118195956454122,0.9348910637048038,0.0,0.0,9.437056727497456e-33,0.02371302650082385,0.9216100525736155,0.21156635983415717,0.20066666666666666,0.30733333333333335
main_shift,iid_left_light,left_light,left_light,1,1000,3000,caq_strong_shrinkage,0.06475768062533385,0.22643846188977979,0.9193333333333333,0.8118195956454122,0.9348910637048038,0.0,0.0,9.244463733058732e-33,0.025873405648500554,0.9443396864454794,0.21178191139562696,0.20066666666666666,0.30733333333333335
main_shift,iid_left_light,left_light,left_light,1,1000,3000,object_only,0.15362809149059278,0.475984193025074,0.7993333333333333,0.0,0.6295002202832372,0.0,1.0,5.007417855406813e-33,0.02011696889871497,0.9600025145638595,0.20349948255991718,0.20066666666666666,0.30733333333333335
main_shift,iid_left_light,left_light,left_light,1,1000,3000,access_only,0.08749602053111376,0.2764993900026594,0.8666666666666667,0.7375328083989501,0.8875682670220755,0.0,0.0,1.232595164407831e-32,0.025728505747126422,0.8911275648850852,0.21358183908045975,0.20066666666666666,0.30733333333333335
main_shift,iid_left_light,left_light,left_light,1,1000,3000,context_table,0.1667290757259868,0.6457267917822964,0.778,0.061971830985915494,0.6204034923898376,0.03609239653512993,0.9649122807017544,0.016718214358846763,0.058733769645428695,0.39780256675573694,0.2116620354283739,0.20066666666666666,0.30733333333333335
main_shift,iid_left_light,left_light,left_light,1,1000,3000,monolithic_logistic,0.0640629114043659,0.22778044232164787,0.919,0.8108949416342413,0.9365930634332598,0.0,0.0014619883040935672,0.0017418333946995577,0.017137030080713364,0.9544700399078857,0.21595555247744658,0.20066666666666666,0.30733333333333335
