suite,seed,reach_scale,clutter_multiplier,model,brier,log_loss,accuracy,f1,auc,blocked_false_positive_rate,affordance_loss_rate,accessible_prediction_variance,ece,reliability_slope,mean_prediction,positive_rate,access_rate
geometry_sensitivity,0,0.72,0.65,conserved_quotient,0.031885599055695976,0.12715593792703478,0.9633333333333334,0.8166666666666667,0.9118137733101469,0.0,0.0,3.4666738998970245e-32,0.013854115126464896,1.0813061180022194,0.08794632993900116,0.09666666666666666,0.13166666666666665
geometry_sensitivity,0,0.72,0.65,access_only,0.04278258258716857,0.15172342096857594,0.9405555555555556,0.7396593673965937,0.8977251841483932,0.0,0.0,1.232595164407831e-32,0.011080678466076717,1.0926783229473112,0.08558598820058999,0.09666666666666666,0.13166666666666665
geometry_sensitivity,0,0.72,0.65,oracle_intrinsic,0.031088166666666663,0.1251437794806836,0.9633333333333334,0.8166666666666667,0.9118137733101469,0.0,0.0,4.3140830754274083e-32,0.006827777777777786,1.009706680235068,0.09335,0.09666666666666666,0.13166666666666665
geometry_sensitivity,0,0.72,0.65,interaction_logistic,0.04495741786872068,0.16786495456594291,0.9388888888888889,0.6451612903225806,0.9213640412266192,0.0,0.3709677419354839,0.009094931387735813,0.028453392669501667,0.9914068698925974,0.09889858200913011,0.09666666666666666,0.13166666666666665
geometry_sensitivity,1,0.72,0.65,conserved_quotient,0.04094210846186655,0.16099187908259296,0.95,0.7471910112359551,0.8904931868131868,0.0,0.0,4.08297148210094e-32,0.016119971792286858,0.9291426726631207,0.09331440439493766,0.09722222222222222,0.135
geometry_sensitivity,1,0.72,0.65,access_only,0.05068885251094654,0.18287854424654554,0.9266666666666666,0.6842105263157895,0.8753934065934066,0.0,0.0,4.0059342843254506e-32,0.017235634588563472,0.8894179952742761,0.09620230125523013,0.09722222222222222,0.135
geometry_sensitivity,1,0.72,0.65,oracle_intrinsic,0.04042183333333333,0.1593357870971362,0.95,0.7471910112359551,0.8904931868131868,0.0,0.0,1.560003254953661e-32,0.0169388888888889,0.9418144495294806,0.09192777777777777,0.09722222222222222,0.135
geometry_sensitivity,1,0.72,0.65,interaction_logistic,0.04205133510178728,0.17457468912904056,0.9505555555555556,0.7492957746478873,0.9045696703296703,0.0,0.0055248618784530384,0.004066187429955464,0.03009450750694011,0.8553550534015819,0.11467964406207937,0.09722222222222222,0.135
geometry_sensitivity,2,0.72,0.65,conserved_quotient,0.035357342054433805,0.1418136968889876,0.9594444444444444,0.7943661971830986,0.9083393406593406,0.0,0.0,3.158525108795067e-32,0.012377512343995178,0.9539114887511723,0.0979775123439952,0.09722222222222222,0.13666666666666666
geometry_sensitivity,2,0.72,0.65,access_only,0.04743698788789473,0.1679231006341076,0.9316666666666666,0.7078384798099763,0.8959261538461538,0.0,0.0,8.628166150854817e-32,0.014520936639118423,0.8931465705191863,0.10012093663911846,0.09722222222222222,0.13666666666666666
