report_context,model,brier_mean,brier_sem,log_loss_mean,log_loss_sem,accuracy_mean,accuracy_sem,f1_mean,f1_sem,auc_mean,auc_sem,ece_mean,ece_sem,blocked_false_positive_rate_mean,blocked_false_positive_rate_sem,affordance_loss_rate_mean,affordance_loss_rate_sem
all_main_shifts,access_only,0.056927151992519145,0.0025586403897172516,0.19078443382709637,0.006762477517038442,0.9152233333333334,0.004468628784076448,0.669331233999349,0.016035113264286003,0.8670596165572836,0.006856543772978979,0.01499372602449298,0.0016774013172257693,0.0,0.0,0.04,0.019694638556693237
all_main_shifts,caq_strong_shrinkage,0.045703055644711624,0.002109657328811417,0.16602359047658918,0.005716945516276191,0.9396433333333333,0.003911794749136448,0.7285876072075087,0.016015633935817765,0.8900698161080495,0.00808727918050396,0.02354951787901143,0.0020656798200080844,0.0,0.0,0.03,0.01714466079977653
all_main_shifts,conserved_quotient,0.04324050925061598,0.0018384074923132672,0.16066867323797177,0.005184873314609652,0.9468333333333334,0.0026679437177828604,0.7528905092369151,0.010572964138456509,0.8900892469475281,0.0080887082033408,0.01746959848133039,0.0016429263155523727,0.0,0.0,0.019568082105902437,0.009037940156162886
all_main_shifts,context_table,0.13669154009352857,0.004955153109201215,0.6715718991596071,0.028948044517631433,0.8423266666666668,0.007282175369659675,0.08393092990614467,0.006849276867085987,0.5606924335375918,0.00572252614794299,0.13610986101750017,0.004719400525806405,0.045041682720005805,0.004784454273592649,0.9156339479811731,0.008281832712486713
all_main_shifts,interaction_logistic,0.049928177707959334,0.0026809398803888935,0.19951997654230927,0.009744840361023233,0.9378733333333333,0.0037613122456402253,0.6922166172928976,0.016551604778814073,0.8828306879263718,0.007565194620528644,0.032345152473793014,0.003019095940682495,0.0,0.0,0.1421171404904708,0.02177474426259202
all_main_shifts,monolithic_logistic,0.05049025806447908,0.0028957541192046236,0.1899210321103099,0.007945285551866684,0.9353333333333333,0.0043770085977606725,0.6919320512524879,0.018545312416029792,0.8864306911406667,0.007865133310273,0.030929982811363513,0.003132540300985985,0.0,0.0,0.11474808988435542,0.02387822751024736
all_main_shifts,object_only,0.1212202398851359,0.004423342644075021,0.4338566599936924,0.01574580855927867,0.8719066666666667,0.006717164104195579,0.0,0.0,0.5959380911592463,0.004028790979631062,0.10236329399106843,0.006263630157954985,0.0,0.0,1.0,0.0
all_main_shifts,oracle_gate_class_mean,0.043457743290677905,0.0018648478066299622,0.18685978728830221,0.010175613099274653,0.9473966666666667,0.0024770945971233434,0.755867803218137,0.009883206725834336,0.8818849567802803,0.008041170806030085,0.018117782990643726,0.0016941317610417637,0.0,0.0,0.016368700343924077,0.00717828132921699
all_main_shifts,oracle_intrinsic,0.04097763933333329,0.0015367696545699498,0.15480174892211582,0.004475429529704323,0.9496033333333334,0.0020733447821958094,0.7631164567323975,0.009938403556249182,0.8912597266396912,0.00815769173750051,0.009010266666666617,0.00032652824209308416,0.0,0.0,0.0,0.0
medium_cross,access_only,0.036108062519736445,0.00048719335496520406,0.13745758589362453,0.0023117186951992375,0.9507,0.0006310207084580643,0.7002420914128313,0.004168389846907671,0.8789021233562421,0.003951878090194635,0.00796899836130323,0.0005840243504026347,0.0,0.0,0.0,0.0
medium_cross,caq_strong_shrinkage,0.029589995776628675,0.0005309096763964254,0.12313358842565476,0.0024243305207689385,0.9655333333333334,0.0005895781026982563,0.7556147079735913,0.0039784982545786355,0.8879749009781127,0.0040607964670980965,0.010389672147067016,0.0006692621382388132,0.0,0.0,0.0,0.0
medium_cross,conserved_quotient,0.02942408126041799,0.0005350048527281363,0.12275677371322842,0.0024142071391023887,0.9655333333333334,0.0005895781026982563,0.7556147079735913,0.0039784982545786355,0.8879749009781127,0.0040607964670980965,0.009561053588348894,0.0005416942411160558,0.0,0.0,0.0,0.0
medium_cross,context_table,0.10086310740877821,0.003161960812049508,0.5403772201804861,0.030849008719335408,0.8879666666666667,0.006316732629382928,0.09616994008880453,0.013887501797997767,0.52523910118639,0.012655232056672041,0.14005682239011155,0.00455915865277056,0.049922171774296566,0.008585154911457,0.8802116030853739,0.02419770982930958
medium_cross,interaction_logistic,0.03227323564603626,0.0006647190949685892,0.14186282436669811,0.0036210268581542875,0.96125,0.0014420329622888213,0.7039525974414619,0.015028286571327138,0.884778246085407,0.003850038677396104,0.02158254564501663,0.0017809497184827097,0.0,0.0,0.12687136616052325,0.03341670212868793
medium_cross,monolithic_logistic,0.03130730753598591,0.0005957745067987901,0.14123392270017948,0.0033409573089909906,0.9636166666666668,0.0010148819537842571,0.7320126866498446,0.008575089456793208,0.8861370736700372,0.0039197813580680715,0.019679088979871258,0.0018129153121537003,0.0,0.0,0.06981138465914119,0.02127929381837306
medium_cross,object_only,0.08490050358817532,0.0009869162013039943,0.3174354968886618,0.002651131558591318,0.9276500000000001,0.0011724106719173575,0.0,0.0,0.5950084656349326,0.0028200842840798443,0.12135486113248542,0.0025427853306100564,0.0,0.0,1.0,0.0
medium_cross,oracle_gate_class_mean,0.029452599062426515,0.0005368779169474148,0.1229809928335753,0.002408344953152964,0.9655333333333334,0.0005895781026982563,0.7556147079735913,0.0039784982545786355,0.8879749009781127,0.0040607964670980965,0.00963912116434219,0.0005666840075469692,0.0,0.0,0.0,0.0
medium_cross,oracle_intrinsic,0.02929342833333328,0.0005480690407712326,0.12225378212485041,0.002471163630327762,0.9655333333333334,0.0005895781026982563,0.7556147079735913,0.0039784982545786355,0.8880690953377833,0.004066580528695944,0.00844483333333328,0.0006225370876008868,0.0,0.0,0.0,0.0
