seed,access_flip_rate,model,brier,log_loss,accuracy,f1,auc,blocked_false_positive_rate,affordance_loss_rate,accessible_prediction_variance
0,0.0,caq_noisy_access,0.027054439183491406,0.11004996416360577,0.9671875,0.7407407407407407,0.8848023876338333,0.0,0.0,1.8488927466117464e-32
0,0.02,caq_noisy_access,0.03509970562500242,0.13145200073494576,0.953125,0.6636771300448431,0.87367680805389,0.015379357484620642,0.01932367149758454,0.006504636099285385
0,0.05,caq_noisy_access,0.046390392557084326,0.16284751442349546,0.93125,0.5669291338582677,0.8476789884184954,0.03827751196172249,0.043478260869565216,0.015295254810851863
0,0.1,caq_noisy_access,0.05826215078256827,0.19591383289404973,0.8984375,0.4628099173553719,0.8222144832737771,0.07450444292549556,0.08695652173913043,0.024278143116616777
0,0.2,caq_noisy_access,0.06782290367258567,0.23026291996979326,0.870625,0.3190789473684211,0.7831748531282176,0.10116199589883801,0.4492753623188406,0.026716523088548143
0,0.3,caq_noisy_access,0.07008151859109873,0.2546091007568684,0.938125,0.0,0.7079371328205439,0.0,1.0,0.021648600197948845
1,0.0,caq_noisy_access,0.02782113223387886,0.11887151977152824,0.9678125,0.7587822014051522,0.8895402871943495,0.0,0.0,3.274080905458301e-33
1,0.02,caq_noisy_access,0.03633455291371417,0.14410131015256,0.953125,0.6781115879828327,0.8720233298336575,0.015358361774744027,0.029411764705882353,0.007650191056003201
1,0.05,caq_noisy_access,0.04544772849410758,0.1665938139396927,0.9328125,0.5951035781544256,0.859677557838797,0.03856655290102389,0.04411764705882353,0.011801039085570739
1,0.1,caq_noisy_access,0.05971476885230938,0.20881957290133543,0.9153125,0.45472837022132795,0.819385091380705,0.050511945392491465,0.38235294117647056,0.021661204087588738
1,0.2,caq_noisy_access,0.07476058806113661,0.26620057197357155,0.87375,0.33112582781456956,0.7450769803169591,0.09180887372013652,0.45098039215686275,0.030644091651473117
1,0.3,caq_noisy_access,0.07601813132186463,0.28417246362253434,0.9303125,0.0,0.6989113848925469,0.0,1.0,0.02260370145960427
2,0.0,caq_noisy_access,0.029736403282521202,0.12421091398371814,0.9659375,0.7685774946921444,0.8938544376112482,0.0,0.0,2.792598419361492e-32
2,0.02,caq_noisy_access,0.03810855825829325,0.1486180652438539,0.9534375,0.7037773359840954,0.8822213037070438,0.01342512908777969,0.03070175438596491,0.012501823754377127
2,0.05,caq_noisy_access,0.04761493563537611,0.17343047393836852,0.9321875,0.6159292035398231,0.8639832106558895,0.03752151462994836,0.06578947368421052,0.01861742893379291
2,0.1,caq_noisy_access,0.05552315386355515,0.19849255954840345,0.92,0.49407114624505927,0.838724043248148,0.04199655765920826,0.3815789473684211,0.02532921353872599
2,0.2,caq_noisy_access,0.07230786979408321,0.2615278251271207,0.8975,0.26126126126126126,0.7554425503548112,0.046815834767642,0.7149122807017544,0.029408764110266453
2,0.3,caq_noisy_access,0.07795981533354496,0.29642319604331563,0.9240625,0.0,0.675519204621523,0.0,1.0,0.02165656722408724
3,0.0,caq_noisy_access,0.03159298208400816,0.13150894292722687,0.9628125,0.7226107226107226,0.8741944484447005,0.0,0.0,3.0814879110195774e-32
3,0.02,caq_noisy_access,0.03827108933159886,0.15048447391741823,0.9515625,0.6608315098468271,0.860050043202765,0.01134020618556701,0.024390243902439025,0.010851024921822624
3,0.05,caq_noisy_access,0.04745116115274442,0.1737268363784451,0.93125,0.578544061302682,0.8454556091589862,0.03436426116838488,0.03414634146341464,0.012981084790520812
3,0.1,caq_noisy_access,0.059930831940409435,0.20830768172978872,0.8965625,0.4704,0.8139880952380952,0.07216494845360824,0.06829268292682927,0.01815605393801616
3,0.2,caq_noisy_access,0.07448604649712345,0.2591413089008559,0.8659375,0.3069466882067851,0.7511580741167435,0.0979381443298969,0.4634146341463415,0.026390440778482637
3,0.3,caq_noisy_access,0.07962715578227546,0.3001210484731949,0.93,0.0,0.6430416546658986,0.0,1.0,0.024939339067345037
4,0.0,caq_noisy_access,0.029527934148961696,0.12550589697344497,0.96625,0.7692307692307693,0.8965432136852335,0.0,0.0,4.3333423748712807e-32
4,0.02,caq_noisy_access,0.03921086960345273,0.15217213834899357,0.9509375,0.6951456310679611,0.8818584275555693,0.017295053614666205,0.013215859030837005,0.006403274279562874
4,0.05,caq_noisy_access,0.05063675453432271,0.18361556497215709,0.9284375,0.6017391304347826,0.8549807255170596,0.04047042545831892,0.04405286343612335,0.016190644013053094
4,0.1,caq_noisy_access,0.05894468384679207,0.20836860970625737,0.9034375,0.5194401244167963,0.826309493927381,0.0674507090971982,0.0881057268722467,0.024566289232085144
4,0.2,caq_noisy_access,0.07068415012638818,0.2552044780127312,0.8759375,0.3502454991816694,0.7523765318270864,0.08578346592874438,0.46255506607929514,0.027010330970352686
