seed,model,brier,log_loss,accuracy,f1,auc,blocked_false_positive_rate,affordance_loss_rate,accessible_prediction_variance
0,conserved_quotient,0.027054439183491406,0.11004996416360577,0.9671875,0.7407407407407407,0.8848023876338333,0.0,0.0,1.8488927466117464e-32
0,object_only,0.08281381402063602,0.3115684549235246,0.938125,0.0,0.5867149173278421,0.0,1.0,1.7453740121009325e-33
0,access_only,0.032802394011134064,0.12247066601387399,0.9525,0.6779661016949152,0.8761818720179813,0.0,0.0,3.0814879110195774e-33
0,context_table,0.08147559396136254,0.3806723007217148,0.9321875,0.04405286343612335,0.5194785967604089,0.00786056049213944,0.9710144927536232,0.012456861277420593
0,monolithic_logistic,0.02820063250488233,0.12173391844327544,0.9671875,0.7407407407407407,0.8867943256684097,0.0,0.0,0.0017740859928039678
1,conserved_quotient,0.02782113223387886,0.11887151977152824,0.9678125,0.7587822014051522,0.8895402871943495,0.0,0.0,3.274080905458301e-33
1,object_only,0.08637007661612567,0.31923255103564707,0.9303125,0.0,0.6090851987810885,0.0,1.0,9.62964972193618e-34
1,access_only,0.03403823608398437,0.13286393974306493,0.9553125,0.7099391480730223,0.8823159921129256,0.0,0.0,0.0
1,context_table,0.13625648725354336,0.871020111391334,0.8359375,0.18351477449455678,0.5698938498593853,0.11911262798634813,0.6519607843137255,0.05527042042767662
1,monolithic_logistic,0.028839002459648534,0.13285794580252452,0.9665625,0.7396593673965937,0.8800324159362286,0.0,0.0784313725490196,0.0033591009943332063
2,conserved_quotient,0.029736403282521202,0.12421091398371814,0.9659375,0.7685774946921444,0.8938544376112482,0.0,0.0,2.792598419361492e-32
2,object_only,0.09028741882016252,0.3302041321505825,0.9240625,0.0,0.5950628417467932,0.0,1.0,1.2037062152420224e-33
2,access_only,0.03510660470915144,0.13558322397613293,0.954375,0.7286245353159851,0.8856880026609106,0.0,0.0,3.0814879110195774e-33
2,context_table,0.10588739952736045,0.5344647636647705,0.889375,0.10606060606060606,0.5351686936626627,0.04440619621342513,0.8947368421052632,0.029238137408953778
2,monolithic_logistic,0.03332930617928146,0.1455725793568105,0.960625,0.748,0.9007168593461007,0.0,0.0,0.005105511850443289
3,conserved_quotient,0.03159298208400816,0.13150894292722687,0.9628125,0.7226107226107226,0.8741944484447005,0.0,0.0,3.0814879110195774e-32
3,object_only,0.085429371746291,0.3213792671383311,0.93,0.0,0.5735497071812596,0.0,1.0,3.5750074592688066e-33
3,access_only,0.0378931118774414,0.1450598527678352,0.946875,0.669260700389105,0.8639847950268817,0.0,0.0,0.0
3,context_table,0.09564622613228846,0.46321016155344646,0.895625,0.13471502590673576,0.5710955501152074,0.04570446735395189,0.8731707317073171,0.02297129789531804
3,monolithic_logistic,0.03375386211505245,0.1475318763505593,0.9625,0.719626168224299,0.8586924563172043,0.0,0.004878048780487805,0.006973474738024772
4,conserved_quotient,0.029527934148961696,0.12550589697344497,0.96625,0.7692307692307693,0.8965432136852335,0.0,0.0,4.3333423748712807e-32
4,object_only,0.08889658324777279,0.32742598723005156,0.9246875,0.0,0.5800125925687017,0.0,1.0,1.7453740121009325e-33
4,access_only,0.03828360563504741,0.1452797769166223,0.9475,0.6945454545454546,0.8862532059866586,0.0,0.0,4.930380657631324e-32
4,context_table,0.10907835455782308,0.6340335581547556,0.8946875,0.1596009975062344,0.5490163633278597,0.04289173296437219,0.8414096916299559,0.050254086696229994
4,monolithic_logistic,0.029993014568586718,0.1444724081278686,0.96625,0.7692307692307693,0.8676392018723382,0.0,0.0,0.003023024921929617
5,conserved_quotient,0.030263630012837953,0.12485858340321171,0.964375,0.7272727272727273,0.8897591345542991,0.0,0.0,4.3140830754274083e-32
5,object_only,0.08238708469288594,0.3123681141064444,0.930625,0.0,0.591185208042159,0.0,1.0,1.0111132208032988e-33
5,access_only,0.03501455428648212,0.13524155202690705,0.9528125,0.6973947895791583,0.8835257352718736,0.0,0.0,3.0814879110195774e-33
5,context_table,0.08885537990884335,0.5035484659272056,0.921875,0.031007751937984496,0.45936870382807254,0.009579199452617175,0.9795918367346939,0.023416473631178332
5,monolithic_logistic,0.030863931267630953,0.12810624395107703,0.964375,0.7272727272727273,0.8886020002541157,0.0,0.0,0.0005958798826582417
6,conserved_quotient,0.02918903697909792,0.12450607108660114,0.9665625,0.7678958785249458,0.8860388513513513,0.0,0.0,5.546678239835239e-32
6,object_only,0.08051068517581884,0.3047707085820307,0.925,0.0,0.589740990990991,0.0,1.0,1.925929944387236e-33
6,access_only,0.03545291087278106,0.13884422935864818,0.955,0.7241379310344828,0.8786064189189189,0.0,0.0,3.0814879110195774e-32
6,context_table,0.08489063406767493,0.4948547408591466,0.9146875,0.021505376344086023,0.46291666666666664,0.011994516792323509,0.9819004524886877,0.010029778172849661
6,monolithic_logistic,0.029326359295777777,0.1301577094989637,0.9665625,0.7678958785249458,0.8864414414414414,0.0,0.0,0.0019973850548282114
7,conserved_quotient,0.02646760887623623,0.10716055523279273,0.9678125,0.7695749440715883,0.9064930250796904,0.0,0.0,3.274080905458301e-33
7,object_only,0.08322676600579394,0.3144114728473072,0.9315625,0.0,0.5886474306835223,0.0,1.0,1.925929944387236e-34
7,access_only,0.03404135201101649,0.12379326790904888,0.9496875,0.696798493408663,0.8953019044511741,0.0,0.0,3.0814879110195774e-33
7,context_table,0.11842583517351345,0.79748022310491,0.876875,0.1581196581196581,0.49114559638747074,0.06994459833795014,0.8201754385964912,0.06670866116252358
7,monolithic_logistic,0.03302601512699335,0.13689227167932505,0.9590625,0.7276507276507277,0.9095335909772547,0.0,0.0043859649122807015,0.01304939877144905
8,conserved_quotient,0.027782242253747622,0.1154958288079967,0.9675,0.7657657657657657,0.8953617821985854,0.0,0.0,1.560003254953661e-32
8,object_only,0.07816493968834212,0.2970435140446115,0.930625,0.0,0.5912411740148477,0.0,1.0,3.274080905458301e-33
8,access_only,0.033540683203779904,0.12834616812866242,0.955,0.7131474103585658,0.8861833626776542,0.0,0.0,9.244463733058732e-33
